,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
396,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_saccata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
398,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_salvinii,NA,NA,,,,,NA,,,,228944.1,0,NA,NA,NA,NA,,,Polycyclic,2
399,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_scandens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
400,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_schlechteri,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
401,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_schliebenii,NA,NA,,,,,NA,,,,86394,0,trunk,non-rhizomatous,40,NA,,,Polycyclic,2
402,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_semiamplectens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
403,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_serratifolia,NA,NA,,,,,NA,,,,117810,0,NA,NA,NA,NA,,,Polycyclic,2
404,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_setosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
405,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_similis,NA,NA,,,,,NA,,,,269981.25,0,NA,NA,NA,NA,,,Polycyclic,2
406,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_simulans,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
408,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_smithii,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Polycyclic,2
409,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_solomonensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
410,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_spinulosa,NA,NA,,,,,NA,,,,123637.5,0,trunk,non-rhizomatous,150,NA,,,Polycyclic,2
411,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_stelligera,NA,NA,,,,,NA,,,,294525,0,NA,NA,NA,NA,,,Polycyclic,2
412,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_sternbergii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
413,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_subdubia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
414,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_sumatrana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
415,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_sundueana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
417,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_tanzaniana,NA,NA,,,,,NA,,,,38877.3,0,trunk,non-rhizomatous,40,NA,,,Polycyclic,2
418,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_tryoniana,NA,NA,,,,,NA,,,,171522.5,0,prostrate,NA,NA,NA,,,Polycyclic,2
419,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_tsaratananensis,NA,NA,,,,,NA,,,,163559.55,0,NA,NA,NA,NA,,,Polycyclic,2
420,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_tuyamae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
421,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_urbanii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
422,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_valdesquamata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
423,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_vieillardii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
424,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_viguieri,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Polycyclic,2
425,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_walkerae,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Polycyclic,2
426,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_weidenbrueckii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
427,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_wengiensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
428,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_woodwardioides,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
429,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_woollsiana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
264,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_ rebeccae,No,NA,N/A SN BH 000 158 054,,costa-rachis junction,,NA,yes,probably aerophores,Cornell,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
293,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_capensis,No,NA,Robert J. Rodin 1190 BH 000 158 047,,costa rachis junction,,NA,appears to be one on one of the specimens but not the other,hard to tell,Cornell,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
297,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_colensoi,No,NA,N/A SN BH 000 158 013,http://sweetgum.nybg.org/science/vh/specimen-list/?DarScientificName=Alsophila%20colensoi%20Hook.f.,amb,,NA,yes,rubbed scales off and only found aerophore.,Cornell,98175,0,trunk,non-rhizomatous,NA,NA,,,Polycyclic,2
303,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_cunninghamii,No,NA,R. & A. Tryon 5549 BH 000 158 057,,rachis costa junction,,NA,yes,Large aerophore. hairy,Cornell,174358.8,0,trunk,non-rhizomatous,105,NA,,,Polycyclic,2
309,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_dregei,No,NA,Robert J. Rodin 4091 BH 000 158 052; E.A.C.L.E.Schelpe 3130 BH 000 158 051,,rachis costa junction,,NA,yes,aerophores identified on multiple specimens,Cornell,248382.75,0,trunk,non-rhizomatous,325,NA,,,Polycyclic,2
319,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_firma,No,NA,White and Turner,,,,NA,,,,459459,0,trunk,non-rhizomatous,NA,NA,,,Polycyclic,2
336,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_imrayana,No,NA,"BONNIER, G. 1879. Les nectaires. Rtude critique, anatomique, et physiologique. ","https://books.google.com/books?hl=en&lr=&id=DaFbAAAAMAAJ&oi=fnd&pg=PA1&dq=Les+nectaires.+Rtude+critique,+anatomique,+et+physiologiquLes+nectaires.+Rtude+critique,+anatomique,+et+physiologiqu&ots=0vd4EbvXq5&sig=jLVbkVhOEUT-Kc_B8UFOKobVoMs#v=snippet&q=Cyathea&f=false",,,NA,"aerophore was identified, but no nectary found",This was labeled as Cyathea arborea which was renamed,,417832.8,0,trunk,non-rhizomatous,125,NA,,,Polycyclic,2
384,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_polystichoides,No,NA,White and Turner 2012,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
416,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_tahitensis,No,NA,Martin L. Grant 4470 BH 000 158 040,,Costa-rachis junction,,NA,yes,"only aerophores on the junctions, no nectaries found",Cornell,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
302,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_crinita,no_digital,NA,BH 000 158 030,http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4306313,,,NA,,double check,Cornell and NYBG,NA,0,NA,NA,NA,NA,,,Polycyclic,2
324,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_glabra,Yes,NA,H.K SN BH 000 158 018; BH 000 158 029,,rachis costa junction,,NA,yes,"aerophores identified with large, long nectaries next to them",Cornell,NA,0,NA,NA,NA,NA,NA,NA,NA,2
345,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_latebrosa,Yes,NA,W. Norris SN BH 000 158 016; M. Jacobs 5522 BH 000 158 027,,costa rachis junction,,NA,yes,"Large aerophore (has stomata), small raised nectarie below it.",Cornell,NA,0,NA,NA,NA,NA,NA,NA,NA,2
348,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_loheri,Yes,NA,M. Jacobs 5781 BH 000 158 037,,costa rachis junction,,NA,,,Cornell,NA,0,NA,NA,NA,NA,NA,NA,NA,2
374,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_oosora,Yes,NA,M. Jacobs 5778 BH 000 158 039,,costa rachis junction,,NA,yes,,Cornell,NA,0,NA,NA,NA,NA,,,Polycyclic,2
378,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_percrassa,Yes,NA,R. D. Hoogland & R. Schodde7651 BH 000 158 015,,costa rachis junction,,NA,yes,removed fuzz and revealed aerophore with nectary in between rachis and costa,Cornell,NA,0,NA,NA,NA,NA,NA,NA,NA,2
383,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_podophylla,Yes,NA,Y.W.Taam 2070 4006487; Y.W Taam 1169 4006489,http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4310013; http://sweetgum.nybg.org/science/vh/specimen-details/?irn=4310015,costa rachis junction,,NA,yes,,NYBG,130572.75,0,erect trunk,non-rhizomatous,80,NA,,,Polycyclic,2
390,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_ramispina,Yes,NA,M. Jacobs 5787 BH 000 158 043,,Costa-rachis junction,,NA,yes,"large nectary, smaller aerophore",Cornell,135481.5,0,NA,NA,NA,NA,,,Polycyclic,2
397,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Alsophila,Alsophila_salletii,Yes,NA,Shiyong pers. comm,,,,NA,,,,NA,0,NA,NA,NA,NA,NA,NA,NA,2
1586,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_abrapatriciana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1588,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_aemula,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1596,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_arnecornelii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1597,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ars,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1599,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_assurgens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1607,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_brucei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1608,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_calamitatis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1610,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_catacampta,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1611,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_catenata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1612,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chimaera,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1613,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chiricana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1614,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_chocoensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1616,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_cicatricosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1622,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_crenata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1623,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_croftii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1625,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_cystolepis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1631,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_diabolica,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1634,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_dombeyi,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1638,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_estelae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1640,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_feeana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1642,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_frondosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1651,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_holdridgeana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1658,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_latevagans,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1660,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_leucofolis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1663,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_lindigii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1666,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_margarita,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1668,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_meridensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1677,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_myriotricha,NA,NA,,,,,NA,,,,9812.5,0,NA,NA,NA,NA,,,Polycyclic,2
1680,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_nigripes,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1681,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_notabilis,NA,NA,,,,,NA,,,,51025,0,erect trunk,non-rhizomatous,60,NA,,,Polycyclic,2
1682,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_obnoxia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1683,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_oreopteroides,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1684,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_palaciosii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1685,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pallescens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1688,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_patens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1689,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pauciflora,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1690,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_peladensis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1691,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_petiolata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1692,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_phalaenolepis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1693,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_phalerata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1694,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pilosissima,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1695,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_pinnula,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1697,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_platylepis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1698,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_plicata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1700,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_povedae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1701,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_praecincta,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1702,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_praetermissa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1703,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_punctata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1706,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rojasiana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1707,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rufa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1708,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_rufescens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1712,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_singularis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1713,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_speciosa,NA,NA,,,,,NA,,,,115453.8,0,erect trunk,non-rhizomatous,40,NA,,,Polycyclic,2
1714,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_spectabilis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1715,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_squamipes,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1716,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_squamulosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1717,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_stolzeana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1718,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_stolzei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1719,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_straminea,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1721,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_surinamensis,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Polycyclic,2
1722,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tejedoris,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1724,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_thelypteroides,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1725,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tortuosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1726,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_traillii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1727,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_tryonorum,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Polycyclic,2
1728,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_uleana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1729,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ulei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1730,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_ursina,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1731,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_varians,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1732,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_vilhelmii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1733,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_villosa,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1734,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_weatherbyana,NA,NA,,,,,NA,,,,75103.875,0,NA,NA,NA,NA,,,Polycyclic,2
1735,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_wendlandii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1736,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_werffii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
1737,Cyatheaceae,Cyatheales,Cyatheales,Cyatheales,Cyatheales,Cyathea,Cyathea_williamsii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
