,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Nelson_EFN_genuslevel,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium
3055,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_brevipilosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3056,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_chrysolepis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3057,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_confertivillosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3058,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_crenatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3059,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_daochengense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3060,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_delicatulum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3061,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_eglandulosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3062,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_fordii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3063,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_glabrum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3064,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_glanduloso-pilosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3065,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_glandulosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3066,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_gracile,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3067,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_hirsutum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3068,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_parvisorum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3069,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_ryukyuense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3070,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_shingii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3071,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_sinense,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3072,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_squamulosopilosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3073,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_subglabrum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3074,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_truncatum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3075,Hypodematiaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Hypodematium,Hypodematium_villosum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3079,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_acantha,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3080,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_alpina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3081,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_ambigua,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3082,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_barringtonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3083,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_blepharochlaena,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3084,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_crassa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3085,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_dicksonioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3086,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_elegans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3087,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_flexuosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3088,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_galapagensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3089,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_glandulosopilosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3090,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_grandis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3091,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_hawaiiensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3092,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_hostilis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3093,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_millefolium,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3094,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_muelleri,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3095,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_parallelogramma,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3096,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_paulistana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3097,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_poeppigii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3098,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_polypodioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3099,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_punctata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3100,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_repens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3101,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_resistens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3102,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_rigescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3103,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_rugosula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3104,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_sparsisora,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3105,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_stolonifera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3106,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_stuebelii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3107,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_tenera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3108,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_tenuifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3109,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_trichochlaena,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3110,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_viscosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3111,Dennstaedtiaceae,Polypodiales,Dennstaedtiineae,Dennstaedtiineae,Dennstaedtiineae,Hypolepis,Hypolepis_woodii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3113,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_alstonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3114,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_blepharum,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3115,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_bogotensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3116,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_brasiliensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3117,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_canescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3118,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_cheilanthoides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3119,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_cinnamomea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3120,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_congesta,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3121,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_cuatrecasasii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3122,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_elongata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3123,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_flexuosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3124,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_goudotii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3125,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_hirsutula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3126,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_hirta,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3127,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_hispidula,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3128,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_imbricata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3129,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_insignis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3130,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_laxa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3131,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_lindigii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3132,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_longipetiolata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3133,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_maxonii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3134,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_novogranatensis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3135,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_osteniana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3136,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_peruviana,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3137,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_pulchra,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3138,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_rotundifolia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3139,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_rufescens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3140,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_scammaniae,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3141,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_setulosa,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3142,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_verticalis,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3143,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Jamesonia,Jamesonia_warscewiczii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3144,NA,NA,NA,NA,NA,Japanobotrychum,Japanobotrychum_chamaeconium,No,NA,NA,Don Farrar pers. com,,,,NA,,,
3145,NA,NA,NA,NA,NA,Japanobotrychum,Japanobotrychum_lanuginosum,No,NA,NA,Don Farrar pers. com,,,,NA,,,
3146,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_amplissima,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3147,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_davallioides,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3148,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_decomposita,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3149,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_hispida,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3150,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_killipii,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3151,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_marginans,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3152,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_poecilophlebia,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3153,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_silvestris,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3154,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_subrecedens,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3155,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_subsericea,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3156,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_tenera,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3157,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_tripinnata,No,0,NA,"Nelson et al., 2018",,,,NA,,,
3158,Dryopteridaceae,Polypodiales,Eupolypods I,Eupolypods I,Eupolypods I,Lastreopsis,Lastreopsis_velutina,No,0,NA,"Nelson et al., 2018",,,,NA,,,
